artiste,artisteLabel,image,imageLabel
http://www.wikidata.org/entity/Q76734,Hans Poelzig,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Poelzig.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Poelzig.jpg
http://www.wikidata.org/entity/Q76712,Max Wolf,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Wolf.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Wolf.jpg
http://www.wikidata.org/entity/Q77365,Walter Ruttmann,http://commons.wikimedia.org/wiki/Special:FilePath/Walter%20Ruttmann%20bij%20opname%20der%20Berlijn-Film%2C%201927.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Walter%20Ruttmann%20bij%20opname%20der%20Berlijn-Film%2C%201927.jpg
http://www.wikidata.org/entity/Q89568,Stefan Sagmeister,http://commons.wikimedia.org/wiki/Special:FilePath/MJK61338%20Stefan%20Sagmeister%20%28Beyond%20Tellerrand%20M%C3%BCnchen%202018%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/MJK61338%20Stefan%20Sagmeister%20%28Beyond%20Tellerrand%20M%C3%BCnchen%202018%29.jpg
http://www.wikidata.org/entity/Q74614,Heinz Hajek-Halke,http://commons.wikimedia.org/wiki/Special:FilePath/Yva%20Hajek-Halke%20-%20Das%20Deutsche%20Lichtbild%201927.png,http://commons.wikimedia.org/wiki/Special:FilePath/Yva%20Hajek-Halke%20-%20Das%20Deutsche%20Lichtbild%201927.png
http://www.wikidata.org/entity/Q78981,Alfred Roller,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Roller%20%281864%E2%80%931935%29%201927%20%C2%A9%20Georg%20Fayer%20%281892%E2%80%931950%29%20OeNB%2010452077.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Roller%20%281864%E2%80%931935%29%201927%20%C2%A9%20Georg%20Fayer%20%281892%E2%80%931950%29%20OeNB%2010452077.jpg
http://www.wikidata.org/entity/Q78646,Alfred Hrdlicka,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Hrdlicka%20%28Austrian%20sculptor%29%202005%20cropped.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Hrdlicka%20%28Austrian%20sculptor%29%202005%20cropped.jpg
http://www.wikidata.org/entity/Q90955,Klaus Staeck,http://commons.wikimedia.org/wiki/Special:FilePath/2018-12-09%20SPD%20Europadelegiertenkonferenz%20Klaus%20Staeck%202860.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/2018-12-09%20SPD%20Europadelegiertenkonferenz%20Klaus%20Staeck%202860.jpg
http://www.wikidata.org/entity/Q92631,Raymond Tomlinson,http://commons.wikimedia.org/wiki/Special:FilePath/Ray%20Tomlinson%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ray%20Tomlinson%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q82840,Alvar Aalto,http://commons.wikimedia.org/wiki/Special:FilePath/Alvar%20Aalto1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Alvar%20Aalto1.jpg
http://www.wikidata.org/entity/Q84312,Richard Neutra,http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20J.%20Neutra%20holding%20photograph%20of%20Beard%20House.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Richard%20J.%20Neutra%20holding%20photograph%20of%20Beard%20House.jpg
http://www.wikidata.org/entity/Q95715,Stefan Diez,http://commons.wikimedia.org/wiki/Special:FilePath/Icon%20Design%20maggio%202017%20copertina%20Mondadori.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Icon%20Design%20maggio%202017%20copertina%20Mondadori.jpg
http://www.wikidata.org/entity/Q95836,Katharina Sieverding,http://commons.wikimedia.org/wiki/Special:FilePath/Sieverding%2Ckatharina-in-Kunst-u-Kapital%20bukuhalle-bonn%20100317%203q.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Sieverding%2Ckatharina-in-Kunst-u-Kapital%20bukuhalle-bonn%20100317%203q.jpg
http://www.wikidata.org/entity/Q84287,Otto Wagner,http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20Wagner%20%281841%E2%80%931918%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20Wagner%20%281841%E2%80%931918%29.jpg
http://www.wikidata.org/entity/Q70121,Aenne Biermann,http://commons.wikimedia.org/wiki/Special:FilePath/Aenne%20Biermann.%20Self-Portrait%20with%20Silver%20Ball.%201931.png,http://commons.wikimedia.org/wiki/Special:FilePath/Aenne%20Biermann.%20Self-Portrait%20with%20Silver%20Ball.%201931.png
http://www.wikidata.org/entity/Q70121,Aenne Biermann,http://commons.wikimedia.org/wiki/Special:FilePath/Aenne%20biermann.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Aenne%20biermann.jpg
http://www.wikidata.org/entity/Q70997,Ralph H. Baer,http://commons.wikimedia.org/wiki/Special:FilePath/Ralph-Baer.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ralph-Baer.jpg
http://www.wikidata.org/entity/Q71242,Erich Hartmann,http://commons.wikimedia.org/wiki/Special:FilePath/Erich%2081.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Erich%2081.jpg
http://www.wikidata.org/entity/Q71244,Édouard Baldus,http://commons.wikimedia.org/wiki/Special:FilePath/Baldus%20Autoportrait.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Baldus%20Autoportrait.jpg
http://www.wikidata.org/entity/Q92130,Otto Bettmann,http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20Bettmann%20cph.3f05867.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Otto%20Bettmann%20cph.3f05867.jpg
http://www.wikidata.org/entity/Q93847,Josef Frank,http://commons.wikimedia.org/wiki/Special:FilePath/Josef%20Frank%201960.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Josef%20Frank%201960.jpg
http://www.wikidata.org/entity/Q76427,Dieter Rams,http://commons.wikimedia.org/wiki/Special:FilePath/Designer-Dieter%20Rams.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Designer-Dieter%20Rams.jpg
http://www.wikidata.org/entity/Q92942,William Daniel Hillis,http://commons.wikimedia.org/wiki/Special:FilePath/Danny%20Hillis2.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Danny%20Hillis2.jpg
http://www.wikidata.org/entity/Q78841,Erwin Wurm,http://commons.wikimedia.org/wiki/Special:FilePath/20160630%20Sommernachtskom%C3%B6die%20Rosenburg%201222.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/20160630%20Sommernachtskom%C3%B6die%20Rosenburg%201222.jpg
http://www.wikidata.org/entity/Q89412,Helmut Lang,http://commons.wikimedia.org/wiki/Special:FilePath/Helmut%20Lang%20self%20portrait%202007.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Helmut%20Lang%20self%20portrait%202007.jpg
http://www.wikidata.org/entity/Q78717,Hans Weingartner,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Weingartner.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Weingartner.jpg
http://www.wikidata.org/entity/Q84199,Michael Haneke,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Haneke%202009.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Michael%20Haneke%202009.jpg
http://www.wikidata.org/entity/Q82445,Henri de Toulouse-Lautrec,http://commons.wikimedia.org/wiki/Special:FilePath/Photolautrec.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Photolautrec.jpg
http://www.wikidata.org/entity/Q87807,Trude Fleischmann,http://commons.wikimedia.org/wiki/Special:FilePath/Trude%20Fleischmann%20%281895%E2%80%931990%29%20a.%201930%20%C2%A9%20Annie%20%28Anna%29%20Schulz.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Trude%20Fleischmann%20%281895%E2%80%931990%29%20a.%201930%20%C2%A9%20Annie%20%28Anna%29%20Schulz.jpg
http://www.wikidata.org/entity/Q76726,Peter Behrens,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Behrens%2C%20um%201913.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Behrens%2C%20um%201913.jpg
http://www.wikidata.org/entity/Q92678,Jason Rohrer,http://commons.wikimedia.org/wiki/Special:FilePath/Jason%20Rohrer%20%282011%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jason%20Rohrer%20%282011%29.jpg
http://www.wikidata.org/entity/Q78486,Johann Palisa,http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Palisa%20old.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Palisa%20old.jpg
http://www.wikidata.org/entity/Q76726,Peter Behrens,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Behrens%20by%20Rudolf%20D%C3%BChrkoop%20-%20MKG.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Peter%20Behrens%20by%20Rudolf%20D%C3%BChrkoop%20-%20MKG.jpg
http://www.wikidata.org/entity/Q83578,Asger Jorn,http://commons.wikimedia.org/wiki/Special:FilePath/Asger%20Jorn%20%281963%29%20by%20Erling%20Mandelmann.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Asger%20Jorn%20%281963%29%20by%20Erling%20Mandelmann.jpg
http://www.wikidata.org/entity/Q88602,Bertold Löffler,http://commons.wikimedia.org/wiki/Special:FilePath/Bertold%20L%C3%B6ffler.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bertold%20L%C3%B6ffler.jpg
http://www.wikidata.org/entity/Q86078,Anni Albers,http://commons.wikimedia.org/wiki/Special:FilePath/Anni%20Albers%2C%20Tapestry%2C%201948.%20Handwoven%20linen%20and.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Anni%20Albers%2C%20Tapestry%2C%201948.%20Handwoven%20linen%20and.jpg
http://www.wikidata.org/entity/Q90929,Benjamin Heisenberg,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20heisenberg.png,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20heisenberg.png
http://www.wikidata.org/entity/Q83158,Jean Cocteau,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Cocteau%20b%20Meurisse%201923.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Cocteau%20b%20Meurisse%201923.jpg
http://www.wikidata.org/entity/Q77465,Paul Leni,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Leni%20%281929%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Leni%20%281929%29.jpg
http://www.wikidata.org/entity/Q78885,Ettore Sottsass,http://commons.wikimedia.org/wiki/Special:FilePath/Ettore%20Sottsass%201969.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ettore%20Sottsass%201969.jpg
http://www.wikidata.org/entity/Q73085,Gunta Stölzl,http://commons.wikimedia.org/wiki/Special:FilePath/Stolzl%20bauhaus%20ausweis.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Stolzl%20bauhaus%20ausweis.jpg
http://www.wikidata.org/entity/Q75532,Thomas Demand,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Demand%20by%20David%20Shankbone.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Demand%20by%20David%20Shankbone.jpg
http://www.wikidata.org/entity/Q96612,Konstantin Grcic,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Konstantin%20Grcic%2C%20M%C3%BCnchen%202010.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Konstantin%20Grcic%2C%20M%C3%BCnchen%202010.jpg
http://www.wikidata.org/entity/Q72889,Hugo Erfurth,http://commons.wikimedia.org/wiki/Special:FilePath/Selfportrait%20by%20Hugo%20Erfurth%201938.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Selfportrait%20by%20Hugo%20Erfurth%201938.jpg
http://www.wikidata.org/entity/Q70995,Ottomar Anschütz,http://commons.wikimedia.org/wiki/Special:FilePath/Ottomar%20Ansch%C3%BCtz%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ottomar%20Ansch%C3%BCtz%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q76882,Hugh Welch Diamond,http://commons.wikimedia.org/wiki/Special:FilePath/Hugh%20Welch%20Diamond%2C%20photo%20by%20Henry%20Peach%20Robinson%2C%201869.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Hugh%20Welch%20Diamond%2C%20photo%20by%20Henry%20Peach%20Robinson%2C%201869.jpg
http://www.wikidata.org/entity/Q77558,Thomas Ruff,http://commons.wikimedia.org/wiki/Special:FilePath/Ruff%20Thomas%20220507%20koeln%20museum%20ludwig.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ruff%20Thomas%20220507%20koeln%20museum%20ludwig.jpg
http://www.wikidata.org/entity/Q77734,Doris Dörrie,http://commons.wikimedia.org/wiki/Special:FilePath/Frankfurter%20Buchmesse%202011%20Doris%20D%C3%B6rrie%20und%20Dorothea%20Westphal.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Frankfurter%20Buchmesse%202011%20Doris%20D%C3%B6rrie%20und%20Dorothea%20Westphal.jpg
http://www.wikidata.org/entity/Q78884,Hans Hollein,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Hollein%2C%20Architect%2C%20Designer.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Hollein%2C%20Architect%2C%20Designer.jpg
http://www.wikidata.org/entity/Q83626,The Fuzztones,http://commons.wikimedia.org/wiki/Special:FilePath/Fuzztones%201984%20Irving%20Plaza%20backstage.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fuzztones%201984%20Irving%20Plaza%20backstage.jpg
http://www.wikidata.org/entity/Q75858,Jörg Immendorff,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%B6rg%20Immendorff%2C%20painted%20portrait.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/J%C3%B6rg%20Immendorff%2C%20painted%20portrait.jpg
http://www.wikidata.org/entity/Q78719,Josef von Sternberg,http://commons.wikimedia.org/wiki/Special:FilePath/Dishonored%20%28film%29%201931%20On%20set%2C%20BW%20photo%2C%20L%20to%20R%20Josef%20von%20Sternberg%2C%20Marlene%20Dietrich%20%28cropped-1%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dishonored%20%28film%29%201931%20On%20set%2C%20BW%20photo%2C%20L%20to%20R%20Josef%20von%20Sternberg%2C%20Marlene%20Dietrich%20%28cropped-1%29.jpg
http://www.wikidata.org/entity/Q76730,Erich Mendelsohn,http://commons.wikimedia.org/wiki/Special:FilePath/Erich%20Mendelsohn%20cropped.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Erich%20Mendelsohn%20cropped.jpg
http://www.wikidata.org/entity/Q78508,Erich von Stroheim,http://commons.wikimedia.org/wiki/Special:FilePath/Erich%20von%20Stroheim.lowrey.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Erich%20von%20Stroheim.lowrey.jpg
http://www.wikidata.org/entity/Q84250,Josef Hoffmann,http://commons.wikimedia.org/wiki/Special:FilePath/Josef-Hoffmann.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Josef-Hoffmann.jpg
http://www.wikidata.org/entity/Q78858,Margarete Schütte-Lihotzky,http://commons.wikimedia.org/wiki/Special:FilePath/Margarete%20Sch%C3%BCtte-Lihotzky%201997.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Margarete%20Sch%C3%BCtte-Lihotzky%201997.jpg
http://www.wikidata.org/entity/Q82291,Charles Despiau,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Despiau%20%281874%E2%80%931946%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Despiau%20%281874%E2%80%931946%29.jpg
http://www.wikidata.org/entity/Q84503,Raoul Hausmann,http://commons.wikimedia.org/wiki/Special:FilePath/Raoul%20Hausmann.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Raoul%20Hausmann.jpg
http://www.wikidata.org/entity/Q93024,John Maeda,http://commons.wikimedia.org/wiki/Special:FilePath/SXSW-2024-alih-OB7A0084-John%20Maeda.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/SXSW-2024-alih-OB7A0084-John%20Maeda.jpg
http://www.wikidata.org/entity/Q69758,Heinrich Kühn,http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20K%C3%BChn%20Selbstportrait.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20K%C3%BChn%20Selbstportrait.jpg
http://www.wikidata.org/entity/Q69758,Heinrich Kühn,http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20K%C3%BChn%2C%20Self-Portrait.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20K%C3%BChn%2C%20Self-Portrait.jpg
http://www.wikidata.org/entity/Q72756,Raoul Walsh,http://commons.wikimedia.org/wiki/Special:FilePath/Raoul%20Walsh.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Raoul%20Walsh.jpg
http://www.wikidata.org/entity/Q95955,Wolfgang Weingart,http://commons.wikimedia.org/wiki/Special:FilePath/Weingart%20tuellinger%20vinyards%202011-11.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Weingart%20tuellinger%20vinyards%202011-11.jpg
http://www.wikidata.org/entity/Q96642,Hans-Christian Schmid,http://commons.wikimedia.org/wiki/Special:FilePath/Hans-Christian-Schmid.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Hans-Christian-Schmid.jpg
http://www.wikidata.org/entity/Q87355,Oskar Strnad,http://commons.wikimedia.org/wiki/Special:FilePath/Oskar%20Strnad%20%281879%E2%80%931935%29%201931%20%C2%A9%20Ludwig%20Schwab%20%28~1900%E2%80%931939%29%20OeNB%208076468.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oskar%20Strnad%20%281879%E2%80%931935%29%201931%20%C2%A9%20Ludwig%20Schwab%20%28~1900%E2%80%931939%29%20OeNB%208076468.jpg
http://www.wikidata.org/entity/Q89311,Franz Wilhelm Seiwert,http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Wilhelm%20Seiwert%20Selbstbildnis%201928.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Wilhelm%20Seiwert%20Selbstbildnis%201928.jpg
http://www.wikidata.org/entity/Q92600,Alexey Pajitnov,http://commons.wikimedia.org/wiki/Special:FilePath/Alexey%20Pajitnov%20GDC%202024%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Alexey%20Pajitnov%20GDC%202024%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q91508,Maren Ade,http://commons.wikimedia.org/wiki/Special:FilePath/Maren%20Ade%20%282016%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Maren%20Ade%20%282016%29.jpg
http://www.wikidata.org/entity/Q92498,Josephine Meckseper,http://commons.wikimedia.org/wiki/Special:FilePath/Josephine%20Meckseper.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Josephine%20Meckseper.jpg
http://www.wikidata.org/entity/Q78767,Ernst Haas,http://commons.wikimedia.org/wiki/Special:FilePath/Ernst%20Haas%20portrait%2C%20RIT%20NandE%20Vol17Num17%201986%20May8%20Complete.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ernst%20Haas%20portrait%2C%20RIT%20NandE%20Vol17Num17%201986%20May8%20Complete.jpg
http://www.wikidata.org/entity/Q93284,Marc Chagall,http://commons.wikimedia.org/wiki/Special:FilePath/Shagal%20Choumoff.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Shagal%20Choumoff.jpg
http://www.wikidata.org/entity/Q85938,Sibylle Bergemann,http://commons.wikimedia.org/wiki/Special:FilePath/Selfportrait%20Sibylle%20Bergemann.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Selfportrait%20Sibylle%20Bergemann.jpg
http://www.wikidata.org/entity/Q157610,Lovis Corinth,http://commons.wikimedia.org/wiki/Special:FilePath/Lovis%20Corinth%201887.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lovis%20Corinth%201887.jpg
http://www.wikidata.org/entity/Q158080,Magdalena Abakanowicz,http://commons.wikimedia.org/wiki/Special:FilePath/Magdalena%20Abakanowicz%20crop%203x4.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Magdalena%20Abakanowicz%20crop%203x4.jpg
http://www.wikidata.org/entity/Q160115,Ai Weiwei,http://commons.wikimedia.org/wiki/Special:FilePath/Aj%20Wej-wej%20I%20%282017%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Aj%20Wej-wej%20I%20%282017%29.jpg
http://www.wikidata.org/entity/Q151803,Piet Mondrian,http://commons.wikimedia.org/wiki/Special:FilePath/Piet%20Mondriaan.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Piet%20Mondriaan.jpg
http://www.wikidata.org/entity/Q159409,Louise Bourgeois,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Louise%20Bourgeois%2C%20New%20York%201996.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Oliver%20Mark%20-%20Louise%20Bourgeois%2C%20New%20York%201996.jpg
http://www.wikidata.org/entity/Q155057,Jasper Johns,http://commons.wikimedia.org/wiki/Special:FilePath/Jasper%20Johns%2C%20Medal%20of%20Freedom%2C%202011.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jasper%20Johns%2C%20Medal%20of%20Freedom%2C%202011.jpg
http://www.wikidata.org/entity/Q152272,Georges Méliès,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A9li%C3%A8s%20portrait%20%28cropped%29.png,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A9li%C3%A8s%20portrait%20%28cropped%29.png
http://www.wikidata.org/entity/Q151573,Paul Signac,http://commons.wikimedia.org/wiki/Special:FilePath/Seurat%20Paul%20Signac.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Seurat%20Paul%20Signac.jpg
http://www.wikidata.org/entity/Q166567,Robert A. M. Stern,http://commons.wikimedia.org/wiki/Special:FilePath/RobertStern.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/RobertStern.jpg
http://www.wikidata.org/entity/Q163938,Jean Tinguely,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Jean%20Tinguely%2C%201961.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Jean%20Tinguely%2C%201961.jpg
http://www.wikidata.org/entity/Q165397,Eduardo Paolozzi,http://commons.wikimedia.org/wiki/Special:FilePath/NewtonBlakePaolozzi1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/NewtonBlakePaolozzi1.jpg
http://www.wikidata.org/entity/Q158062,Max Liebermann,http://commons.wikimedia.org/wiki/Special:FilePath/Liebermann%2C%20Max%20-%20Selbstbildnis%20mit%20Pinsel%20-%201913%20-%20Stiftung%20Stadtmuseum%20Berlin.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Liebermann%2C%20Max%20-%20Selbstbildnis%20mit%20Pinsel%20-%201913%20-%20Stiftung%20Stadtmuseum%20Berlin.jpg
http://www.wikidata.org/entity/Q156128,Georges Rouault,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Rouault.png,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Rouault.png
http://www.wikidata.org/entity/Q152384,Joan Miró,http://commons.wikimedia.org/wiki/Special:FilePath/Joan%20Miro%20%28cropped%29.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Joan%20Miro%20%28cropped%29.jpg
http://www.wikidata.org/entity/Q152233,El Lissitzky,http://commons.wikimedia.org/wiki/Special:FilePath/El%20lissitzky%20self%20portrait%201924.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/El%20lissitzky%20self%20portrait%201924.jpg
http://www.wikidata.org/entity/Q159907,David Hockney,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Hockney%202017%20at%20Flash%20Expo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/David%20Hockney%202017%20at%20Flash%20Expo.jpg
http://www.wikidata.org/entity/Q155407,Jean-Michel Basquiat,http://commons.wikimedia.org/wiki/Special:FilePath/Basquiat1984.tif,http://commons.wikimedia.org/wiki/Special:FilePath/Basquiat1984.tif
http://www.wikidata.org/entity/Q164683,Max Beckmann,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Beckmann%201928%2C%20by%20Hugo%20Erfurth.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Beckmann%201928%2C%20by%20Hugo%20Erfurth.jpg
http://www.wikidata.org/entity/Q160141,Chaïm Soutine,http://commons.wikimedia.org/wiki/Special:FilePath/1918%2C%20Soutine%2C%20Self%20Portrait.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/1918%2C%20Soutine%2C%20Self%20Portrait.jpg
http://www.wikidata.org/entity/Q152788,Emil Nolde,http://commons.wikimedia.org/wiki/Special:FilePath/WP%20Emil%20Nolde.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/WP%20Emil%20Nolde.jpg
http://www.wikidata.org/entity/Q164712,Paul Delvaux,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Delvaux%20by%20Willy%20Bosschem247.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Delvaux%20by%20Willy%20Bosschem247.jpg
http://www.wikidata.org/entity/Q152524,Robert Capa,http://commons.wikimedia.org/wiki/Special:FilePath/RobertCapabyGerdaTaro.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/RobertCapabyGerdaTaro.jpg
http://www.wikidata.org/entity/Q154842,Max Ernst,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Ernst%201968.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Ernst%201968.jpg
http://www.wikidata.org/entity/Q158840,James Ensor,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Ensor%20-%20Self-portrait%20with%20flower%20hat.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Ensor%20-%20Self-portrait%20with%20flower%20hat.jpg
http://www.wikidata.org/entity/Q153965,Joseph Beuys,http://commons.wikimedia.org/wiki/Special:FilePath/Beuys-Feldman-Gallery.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Beuys-Feldman-Gallery.jpg
http://www.wikidata.org/entity/Q152051,Bayer,http://commons.wikimedia.org/wiki/Special:FilePath/Leverkusen%2C%20straatzicht%20Bayer%20-%20Science%20for%20a%20better%20life%20foto2%202015-04-18%2012.10.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Leverkusen%2C%20straatzicht%20Bayer%20-%20Science%20for%20a%20better%20life%20foto2%202015-04-18%2012.10.jpg
http://www.wikidata.org/entity/Q160448,László Moholy-Nagy,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A1szl%C3%B3%20Moholy-Nagy%20by%20Hugo%20Erfurth%2C%20c.%201930%20.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A1szl%C3%B3%20Moholy-Nagy%20by%20Hugo%20Erfurth%2C%20c.%201930%20.jpg
http://www.wikidata.org/entity/Q165648,Arshile Gorky,http://commons.wikimedia.org/wiki/Special:FilePath/Archives%20of%20American%20Art%20-%20Arshile%20Gorky%20-%203044.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Archives%20of%20American%20Art%20-%20Arshile%20Gorky%20-%203044.jpg
http://www.wikidata.org/entity/Q151679,Roy Lichtenstein,http://commons.wikimedia.org/wiki/Special:FilePath/Roy%20Lichtenstein.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Roy%20Lichtenstein.jpg
